osm_id,osm_name,osm_type,hfr_id,hfr_name,hfr_type,hfr_lga,probability,decision,factor_name,factor_geo,distance_km,type_agree,explanation,human_label
way/291902260,Saidawa Health Post,HEALTH_POST,9854cedd-f4b4-49fa-a9cd-18abed3fbffc,Saidawa Health Post,HEALTH_POST,Dambatta,0.9824,match,1.0,0.9984,0.002,True,name 100%; 0.0 km apart; type match,
way/291910580,Badawa Health Post,HEALTH_POST,1a3b1b53-8862-4ff5-a66e-eb4a0148a82e,Badawa Health Post,HEALTH_POST,Gabasawa,0.9824,match,1.0,0.9989,0.002,True,name 100%; 0.0 km apart; type match,
way/291921249,Tarauni Health Post,HEALTH_POST,01971e47-3ced-44bc-8c89-da45bd7cb033,Tarauni Health Post,HEALTH_POST,Gabasawa,0.9824,match,1.0,0.9995,0.001,True,name 100%; 0.0 km apart; type match,
way/291921255,Chikawa Health Post,HEALTH_POST,1ceb03fa-c75e-4c27-adcb-2f7a936ed17c,Chikawa Health Post,HEALTH_POST,Gabasawa,0.9824,match,1.0,0.9995,0.001,True,name 100%; 0.0 km apart; type match,
way/291932102,Zango Health Post,HEALTH_POST,d9ec675f-ad7f-4f15-8a1d-841ec046f82f,Zango Health Post,HEALTH_POST,Gezawa,0.9824,match,1.0,0.9992,0.001,True,name 100%; 0.0 km apart; type match,
way/291932117,Wasai Health Post,HEALTH_POST,8e2a2e50-065d-4df3-b5ef-1aa4e1a05839,Wasai Health Post,HEALTH_POST,Minjibir,0.9824,match,1.0,0.9978,0.003,True,name 100%; 0.0 km apart; type match,
way/291932134,Tsalle Health Post,HEALTH_POST,2d9fffea-860c-403b-8efb-a50a5991bbaf,Tsalle Health Post,HEALTH_POST,Gezawa,0.9824,match,1.0,0.9992,0.001,True,name 100%; 0.0 km apart; type match,
way/292037271,Fagwalo Health Post,HEALTH_POST,a7174c54-84c2-4d04-9f8f-7fc6f4c68cdb,Fagwalo Health Post,HEALTH_POST,Dambatta,0.9824,match,1.0,0.9989,0.002,True,name 100%; 0.0 km apart; type match,
way/292037280,Tangaji Health Post,HEALTH_POST,16f489e5-29e0-4aa5-bd69-cc22fee054be,Tangaji Health Post,HEALTH_POST,Makoda,0.9824,match,1.0,0.9987,0.002,True,name 100%; 0.0 km apart; type match,
way/292037287,Bakarari Health Post,HEALTH_POST,61bab1e0-c8ac-4f7d-a902-8e367cb6d6b2,Bakarari Health Post,HEALTH_POST,Makoda,0.9824,match,1.0,0.9988,0.002,True,name 100%; 0.0 km apart; type match,
way/292045548,Katsinawa Health Post,HEALTH_POST,7189527f-cb47-4f6c-b929-64249c8e82a9,Katsinawa Health Post,HEALTH_POST,Ungogo,0.9824,match,1.0,0.9997,0.0,True,name 100%; 0.0 km apart; type match,
way/292045934,Bachirawa Health Post,HEALTH_POST,a920fc81-32bb-4905-9a7f-c964f623e9e7,Bachirawa Health Post,HEALTH_POST,Ungogo,0.9824,match,1.0,0.9995,0.001,True,name 100%; 0.0 km apart; type match,
way/292049016,Tarda Health Post,HEALTH_POST,05ff18b4-a977-425b-afd4-0c31de6336c9,Tarda Primary Health Center,PHC,Ungogo,0.9824,match,1.0,0.9988,0.002,False,name 100%; 0.0 km apart; type differs,
way/292051047,Kantama Babba Health Post,HEALTH_POST,8dc48a38-e582-4e95-848c-510691595c57,Kantama Babba Health Post,HEALTH_POST,Minjibir,0.9824,match,1.0,0.9973,0.004,True,name 100%; 0.0 km apart; type match,
way/292065942,Gulbi Health Post,HEALTH_POST,e7ae0928-d9cd-4d99-b08a-bbb8ec22c9e9,Gulbi Health Post,HEALTH_POST,Bichi,0.9824,match,1.0,0.999,0.001,True,name 100%; 0.0 km apart; type match,
way/292065947,Chedi Bubba Ruga Health Post,HEALTH_POST,76841434-3025-4fa3-a5f8-17f186835df1,Chedi Bubba Ruga Health Post,HEALTH_POST,Dawakin Tofa,0.9824,match,1.0,0.9986,0.002,True,name 100%; 0.0 km apart; type match,
way/292065955,Dogon Marke Health Post,HEALTH_POST,2c5d538e-0181-4217-95e7-e9466f36930d,Dogon Marke Health Post,HEALTH_POST,Dawakin Tofa,0.9824,match,1.0,0.9998,0.0,True,name 100%; 0.0 km apart; type match,
way/292065959,Gudau Health Post,HEALTH_POST,4e587aa3-bb4c-4972-a669-200e0aaddcd5,Gudau Health Post,HEALTH_POST,Dawakin Tofa,0.9824,match,1.0,0.9995,0.001,True,name 100%; 0.0 km apart; type match,
way/292065964,Kwa Health Post,HEALTH_POST,65e0cca5-4ff3-4572-812b-77a29eae371f,Kwa Health Post,HEALTH_POST,Dawakin Tofa,0.9824,match,1.0,0.9992,0.001,True,name 100%; 0.0 km apart; type match,
way/292065968,Bagadawa Health Post,HEALTH_POST,f2fc7dcb-dec9-4ba8-b2ca-ec3541c24f2b,Bagadawa Health Post,HEALTH_POST,Dawakin Tofa,0.9824,match,1.0,0.999,0.002,True,name 100%; 0.0 km apart; type match,
way/292065972,Gargari Health Post,HEALTH_POST,c8832058-65c3-42cc-b2fd-430981e9d7a9,Gargari Health Post,HEALTH_POST,Dawakin Tofa,0.9824,match,1.0,0.9989,0.002,True,name 100%; 0.0 km apart; type match,
way/791399305,Yaryasa Health Post,HEALTH_POST,a9221a97-7944-49d6-8b2e-ed06436a29c5,Yaryasa Health Post,HEALTH_POST,Tudun Wada,0.9824,match,1.0,0.9993,0.001,True,name 100%; 0.0 km apart; type match,
way/791828739,Fadi Sonka Health Post,HEALTH_POST,ebf651d6-4311-47ee-a1bd-a1c16983487b,Fadi Sonka Health Post,HEALTH_POST,Wudil,0.9824,match,1.0,0.9954,0.007,True,name 100%; 0.0 km apart; type match,
way/792186306,Kokiya Health Post,HEALTH_POST,e7d6cdf7-1a6b-4456-98ea-0c466a4c5044,Kokiya Health Post,HEALTH_POST,Shanono,0.9824,match,1.0,0.9976,0.004,True,name 100%; 0.0 km apart; type match,
way/792561755,Jauben Yamma Health Post,HEALTH_POST,d93a6f08-eeb7-46fe-bca8-5450662e3a84,Jauben Yamma Health Post,HEALTH_POST,Bagwai,0.9824,match,1.0,0.9993,0.001,True,name 100%; 0.0 km apart; type match,
way/792575216,Runkusawa Health Post,HEALTH_POST,ee0365e1-cbcd-4d08-b404-853ee941b6f4,Runkusawa Health Post,HEALTH_POST,Kumbotso,0.9824,match,1.0,0.9978,0.003,True,name 100%; 0.0 km apart; type match,
way/792927372,Makarya Primary Health Centre,PHC,1b5f6ed0-d709-4576-b7e6-09431ff01eeb,Makarya Primary Health Center,PHC,Ajingi,0.9824,match,1.0,0.9973,0.004,True,name 100%; 0.0 km apart; type match,
way/289564871,Akilu Memorial Primary Health Centre,PHC,8379133c-eccd-456b-9407-6edfae1fa3e5,Akilu Memorial Primary Health Center,PHC,Madobi,0.982,match,1.0,0.9891,0.016,True,name 100%; 0.0 km apart; type match,
way/299968723,Hotoro Danmarke Health Post,HEALTH_POST,28b301b6-a7ca-444d-9432-ff6945ce1c58,Hotoro Danmarke Health Clinic,CLINIC,Tarauni,0.982,match,1.0,0.9898,0.015,False,name 100%; 0.0 km apart; type differs,
node/2925849527,Badari Health Post,HEALTH_POST,fbf08f4c-f16f-4f40-95eb-7604f50e1970,Badari Health Post,HEALTH_POST,Gwarzo,0.9819,match,1.0,0.9885,0.017,True,name 100%; 0.0 km apart; type match,
way/292045547,Sabon Gari Doka Health Post,HEALTH_POST,c7129159-11ab-415b-a417-78bfca048c3f,Sabon Gari Doka Health Post,HEALTH_POST,Ungogo,0.9819,match,1.0,0.9872,0.019,True,name 100%; 0.0 km apart; type match,
way/792485996,Warawa Primary Health Centre,PHC,64ea67c7-a5f6-4dd7-91de-4f4d796bb7e2,Warawa Primary Health Center,PHC,Warawa,0.9819,match,1.0,0.9865,0.02,True,name 100%; 0.0 km apart; type match,
way/291871751,Kabagiwa Health Post,HEALTH_POST,216043a3-ed72-434a-95b1-69c7115b5285,Kabagiwa Health Post,HEALTH_POST,Tsanyawa,0.9818,match,1.0,0.9853,0.022,True,name 100%; 0.0 km apart; type match,
way/792551527,Gunda Health Post,HEALTH_POST,4617f179-bee3-45b1-8172-33cf20c0f1ce,Gunda Health Post,HEALTH_POST,Kibiya,0.9818,match,1.0,0.9863,0.021,True,name 100%; 0.0 km apart; type match,
way/792054644,Tsaraka Health Post,HEALTH_POST,61f0374f-0588-4913-9d37-488f668115b1,Tsaraka Health Post,HEALTH_POST,Bichi,0.9817,match,1.0,0.9826,0.026,True,name 100%; 0.0 km apart; type match,
way/792167634,Bechi Health Post,HEALTH_POST,3fc7ade4-deaf-4c9f-b36b-fd185fcddcdf,Bechi Health Post,HEALTH_POST,Kumbotso,0.9816,match,1.0,0.9796,0.031,True,name 100%; 0.0 km apart; type match,
way/291757255,Kullumi Health Post,HEALTH_POST,0d609ae0-62ad-48cd-8fce-c094840d991c,Kullumi Health Post,HEALTH_POST,Ajingi,0.9815,match,1.0,0.9774,0.034,True,name 100%; 0.0 km apart; type match,
way/791322782,Yakun Health Post,HEALTH_POST,d8ac0e64-1944-4c0d-80d1-518f72bf2166,Yakun Health Post,HEALTH_POST,Madobi,0.9814,match,1.0,0.975,0.038,True,name 100%; 0.0 km apart; type match,
